SYMBOL,E10,E11,E12,E13,E14,E15,E16,P0
1700030J22Rik,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
1700030K09Rik,LOW_PRIMED,QUIESCENT,QUIESCENT,LOW_PRIMED,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
1700030L20Rik,PRIMED,LOW_PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED
1700030M09Rik,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
1700030N03Rik,REFRACTORY,REFRACTORY,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700030O20Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,QUIESCENT,PERMISSIVE_POISED
1700031A10Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,N/A
1700031F05Rik,REFRACTORY,N/A,QUIESCENT,N/A,N/A,N/A,N/A,N/A
1700031L13Rik,PRIMED,PRIMED,LOW_PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED
1700031M16Rik,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,PRIMED
1700031P21Rik,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,PRIMED,ACTIVE,ACTIVE
1700034E13Rik,PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700034G24Rik,POISED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT
1700034H15Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700034J05Rik,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,QUIESCENT
1700034K08Rik,PRIMED,LOW_PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED,PRIMED
1700034P13Rik,ACTIVE,LOW_PRIMED,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
1700036G14Rik,PRIMED,PRIMED,PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700037C18Rik,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
1700039E22Rik,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700039M10Rik,LOW_PRIMED,QUIESCENT,QUIESCENT,LOW_PRIMED,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
1700040D17Rik,PERMISSIVE_ACTIVE,QUIESCENT,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
1700041C23Rik,PRIMED,PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT
1700041M19Rik,POISED,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700042G15Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED
1700042O10Rik,ACTIVE,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
1700044C05Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,POISED,LOW_PRIMED
1700044K03Rik,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED,PRIMED
1700045H11Rik,ACTIVE,QUIESCENT,ACTIVE,QUIESCENT,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
1700046C09Rik,PRIMED,LOW_PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED,PRIMED
1700047A11Rik,PERMISSIVE_ACTIVE,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,LOW_PRIMED,QUIESCENT,QUIESCENT
1700047E10Rik,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,N/A,N/A,QUIESCENT,N/A
1700047G03Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,QUIESCENT
1700047M11Rik,QUIESCENT,QUIESCENT,QUIESCENT,PERMISSIVE_POISED,PERMISSIVE_POISED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
1700048M11Rik,PERMISSIVE_POISED,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
1700048O20Rik,LOW_PRIMED,QUIESCENT,PERMISSIVE_POISED,PERMISSIVE_POISED,QUIESCENT,LOW_PRIMED,PERMISSIVE_ACTIVE,QUIESCENT
1700049E15Rik,PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED
1700049E17Rik1,QUIESCENT,N/A,QUIESCENT,QUIESCENT,N/A,QUIESCENT,N/A,N/A
1700049E17Rik2,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED
1700049E22Rik,PRIMED,LOW_PRIMED,LOW_PRIMED,POISED,LOW_PRIMED,ACTIVE,ACTIVE,LOW_PRIMED
1700049L16Rik,PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,PRIMED
1700051A21Rik,ACTIVE,LOW_PRIMED,POISED,POISED,LOW_PRIMED,LOW_PRIMED,POISED,PERMISSIVE_POISED
1700052I22Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700052K11Rik,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
1700054A03Rik,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT
1700054K19Rik,PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700054M17Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT
1700055C04Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700056E22Rik,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
1700057H15Rik,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED
1700057H21Rik,PRIMED,PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED
1700060C16Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,POISED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
1700060C20Rik,PERMISSIVE_ACTIVE,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
1700061F12Rik,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED
1700061I17Rik,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700061J23Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700061N14Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700063A18Rik,PRIMED,LOW_PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED
1700063D05Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
1700063H04Rik,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700063O14Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700064J06Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED
1700064M15Rik,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700065D16Rik,ACTIVE,ACTIVE,QUIESCENT,ACTIVE,LOW_PRIMED,LOW_PRIMED,ACTIVE,PERMISSIVE_ACTIVE
1700065I16Rik,PRIMED,LOW_PRIMED,N/A,N/A,N/A,LOW_PRIMED,N/A,N/A
1700065J11Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700065J18Rik,LOW_PRIMED,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
1700065L07Rik,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
1700065O20Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
1700066B17Rik,PERMISSIVE_ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700066C05Rik,PRIMED,LOW_PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED
1700066J03Rik,PERMISSIVE_ACTIVE,QUIESCENT,PERMISSIVE_POISED,PERMISSIVE_POISED,QUIESCENT,LOW_PRIMED,PERMISSIVE_POISED,QUIESCENT
1700066M21Rik,PERMISSIVE_ACTIVE,QUIESCENT,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
1700066O22Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
1700067G17Rik,LOW_PRIMED,LOW_PRIMED,PRIMED,PRIMED,LOW_PRIMED,PRIMED,QUIESCENT,PERMISSIVE_POISED
1700067K01Rik,LOW_PRIMED,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
1700067P10Rik,PERMISSIVE_POISED,QUIESCENT,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT
1700069L16Rik,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED,QUIESCENT,QUIESCENT
1700069P05Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED
1700071K01Rik,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700071M16Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,PERMISSIVE_POISED,QUIESCENT,LOW_PRIMED
1700072B07Rik,LOW_PRIMED,N/A,LOW_PRIMED,LOW_PRIMED,POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700072O05Rik,LOW_PRIMED,LOW_PRIMED,POISED,POISED,LOW_PRIMED,LOW_PRIMED,POISED,LOW_PRIMED
1700073E17Rik,PRIMED,LOW_PRIMED,PRIMED,PRIMED,POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700074H08Rik,QUIESCENT,QUIESCENT,LOW_PRIMED,QUIESCENT,QUIESCENT,QUIESCENT,LOW_PRIMED,LOW_PRIMED
1700080N15Rik,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
1700081H04Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED
1700083H02Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700084F23Rik,POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700084J12Rik,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED,PRIMED
1700084M14Rik,QUIESCENT,N/A,N/A,QUIESCENT,QUIESCENT,N/A,N/A,N/A
1700085C21Rik,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700086L19Rik,LOW_PRIMED,PERMISSIVE_POISED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700086O06Rik,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
1700088E04Rik,ACTIVE,QUIESCENT,PERMISSIVE_POISED,PERMISSIVE_ACTIVE,ACTIVE,QUIESCENT,PERMISSIVE_ACTIVE,QUIESCENT
1700091H14Rik,REFRACTORY,N/A,PRIMED,PRIMED,N/A,PRIMED,N/A,N/A
1700092C02Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
1700092C10Rik,LOW_PRIMED,QUIESCENT,PERMISSIVE_POISED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,PERMISSIVE_POISED,QUIESCENT
1700092E19Rik,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700092K14Rik,POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700093K21Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700094M24Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700095A21Rik,REFRACTORY,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
1700095B10Rik,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,PERMISSIVE_POISED
1700095J03Rik,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700095J12Rik,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_POISED,PERMISSIVE_ACTIVE,QUIESCENT
1700096J18Rik,LOW_PRIMED,QUIESCENT,PERMISSIVE_POISED,PERMISSIVE_POISED,PERMISSIVE_POISED,LOW_PRIMED,QUIESCENT,QUIESCENT
1700096K18Rik,PRIMED,LOW_PRIMED,ACTIVE,PRIMED,PRIMED,PRIMED,ACTIVE,LOW_PRIMED
1700099I09Rik,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,PERMISSIVE_ACTIVE,LOW_PRIMED,QUIESCENT,QUIESCENT
1700100I10Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
1700100L14Rik,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,PRIMED
1700101O22Rik,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED,PRIMED
1700102H20Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
1700102P08Rik,QUIESCENT,LOW_PRIMED,PERMISSIVE_POISED,QUIESCENT,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
1700104L18Rik,POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED
1700105P06Rik,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE,ACTIVE
1700108F19Rik,POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,POISED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
1700108J01Rik,ACTIVE,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,LOW_PRIMED
1700109G14Rik,LOW_PRIMED,QUIESCENT,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
1700109G15Rik,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700109H08Rik,LOW_PRIMED,QUIESCENT,N/A,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
1700109I08Rik,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED
1700109K24Rik,POISED,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
1700110C19Rik,ACTIVE,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700110I01Rik,PERMISSIVE_ACTIVE,QUIESCENT,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,QUIESCENT,PERMISSIVE_ACTIVE,QUIESCENT,QUIESCENT
1700110I07Rik,LOW_PRIMED,QUIESCENT,QUIESCENT,LOW_PRIMED,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
1700110K17Rik,PERMISSIVE_POISED,QUIESCENT,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,QUIESCENT
1700111N16Rik,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED
1700112H15Rik,PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED,PRIMED
1700112J05Rik,PERMISSIVE_POISED,QUIESCENT,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,LOW_PRIMED,QUIESCENT,QUIESCENT
1700112J16Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700113A16Rik,ACTIVE,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
1700113B09Rik,POISED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,QUIESCENT
1700113H08Rik,PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700116B05Rik,PRIMED,LOW_PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED,PRIMED
1700119H24Rik,POISED,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
1700120C14Rik,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
1700120E14Rik,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700120G07Rik,PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED
1700120K04Rik,PERMISSIVE_ACTIVE,QUIESCENT,N/A,N/A,QUIESCENT,N/A,QUIESCENT,QUIESCENT
1700121L16Rik,LOW_PRIMED,QUIESCENT,QUIESCENT,REFRACTORY,QUIESCENT,LOW_PRIMED,QUIESCENT,PRIMED
1700121N20Rik,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700122C19Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED
1700122H20Rik,QUIESCENT,N/A,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
1700122O11Rik,LOW_PRIMED,QUIESCENT,PERMISSIVE_POISED,PERMISSIVE_POISED,PERMISSIVE_POISED,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_POISED
1700123J17Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED,QUIESCENT,LOW_PRIMED
1700123K08Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
1700123M08Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT
1700123O12Rik,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED
1700123O20Rik,PERMISSIVE_ACTIVE,QUIESCENT,QUIESCENT,PERMISSIVE_POISED,PERMISSIVE_POISED,PERMISSIVE_ACTIVE,PERMISSIVE_POISED,QUIESCENT
1700123O21Rik,PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700124L16Rik,REFRACTORY,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
1700125G02Rik,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,LOW_PRIMED,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE
1700125G22Rik,PERMISSIVE_ACTIVE,QUIESCENT,QUIESCENT,LOW_PRIMED,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
1700125H03Rik,PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
1700126H18Rik,LOW_PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1700128A07Rik,PRIMED,LOW_PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED,PRIMED
1700128F08Rik,QUIESCENT,LOW_PRIMED,QUIESCENT,LOW_PRIMED,QUIESCENT,PERMISSIVE_POISED,QUIESCENT,QUIESCENT
1700129C05Rik,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED
1810006J02Rik,LOW_PRIMED,LOW_PRIMED,PERMISSIVE_POISED,PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED
1810007C17Rik,PRIMED,LOW_PRIMED,PRIMED,PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,LOW_PRIMED
1810007D17Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1810008I18Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,PRIMED,LOW_PRIMED,QUIESCENT,LOW_PRIMED
1810009A15Rik,PERMISSIVE_ACTIVE,QUIESCENT,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,QUIESCENT,PERMISSIVE_ACTIVE,QUIESCENT,QUIESCENT
1810009J06Rik,PRIMED,LOW_PRIMED,PRIMED,N/A,N/A,PRIMED,N/A,N/A
1810010H24Rik,ACTIVE,PERMISSIVE_ACTIVE,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_ACTIVE,ACTIVE,ACTIVE,PERMISSIVE_ACTIVE
1810012K16Rik,LOW_PRIMED,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
1810013A23Rik,PERMISSIVE_ACTIVE,LOW_PRIMED,PERMISSIVE_POISED,QUIESCENT,PERMISSIVE_ACTIVE,POISED,QUIESCENT,LOW_PRIMED
1810014B01Rik,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1810018F18Rik,PRIMED,QUIESCENT,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED,LOW_PRIMED
1810019D21Rik,PRIMED,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT,QUIESCENT
